               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  25,            0.038432,            0.028851,           0.0014349,             0.74492,             0.75073,             0.69526,             0.26667,            0.047251,             0.03246,           0.0014251,            0.009684,            0.009684,            0.009684
                  26,            0.038028,            0.027274,           0.0016161,             0.78606,             0.80042,             0.76359,             0.30635,             0.04437,            0.030167,           0.0010294,           0.0096575,           0.0096575,           0.0096575
                  27,            0.037789,            0.029748,           0.0014246,             0.86501,             0.85175,              0.8616,             0.39769,            0.038419,            0.026141,           0.0015252,           0.0096299,           0.0096299,           0.0096299
                  28,            0.038216,            0.027464,           0.0016257,             0.74234,             0.75639,             0.70005,             0.28328,            0.046334,            0.032307,           0.0015179,           0.0096013,           0.0096013,           0.0096013
                  29,            0.037646,            0.025153,           0.0012948,             0.78624,             0.77517,             0.75846,             0.31522,            0.042585,            0.029794,           0.0012594,           0.0095717,           0.0095717,           0.0095717
                  30,            0.036989,            0.027336,           0.0015622,             0.68906,             0.69962,             0.63154,             0.26425,            0.050508,            0.036971,           0.0011085,           0.0095411,           0.0095411,           0.0095411
                  31,            0.037445,            0.029435,           0.0016315,             0.82281,             0.78819,             0.76595,             0.32456,            0.042274,            0.027867,           0.0011954,           0.0095095,           0.0095095,           0.0095095
                  32,            0.037246,            0.029405,           0.0016928,             0.87368,             0.81106,             0.85567,             0.38979,            0.038969,            0.025167,           0.0019287,           0.0094769,           0.0094769,           0.0094769
                  33,            0.037745,            0.027537,            0.001491,             0.71424,             0.71099,             0.63714,             0.26785,            0.047268,            0.035642,          0.00091697,           0.0094434,           0.0094434,           0.0094434
                  34,            0.036341,             0.02697,           0.0013559,             0.74393,             0.75162,             0.72607,             0.32104,            0.044139,            0.030943,          0.00093087,           0.0094088,           0.0094088,           0.0094088
                  35,            0.036193,            0.026614,           0.0011443,             0.80049,              0.7691,             0.73753,             0.32726,            0.043373,            0.029969,           0.0012678,           0.0093733,           0.0093733,           0.0093733
                  36,             0.03633,            0.028513,           0.0013655,             0.72026,             0.73092,             0.68751,             0.29049,            0.046078,             0.03231,          0.00096567,           0.0093369,           0.0093369,           0.0093369
                  37,            0.036597,            0.024802,           0.0013262,             0.68413,             0.69782,             0.62675,             0.27158,            0.048622,            0.034897,          0.00092127,           0.0092995,           0.0092995,           0.0092995
                  38,            0.035024,            0.024385,           0.0011602,             0.73122,             0.74414,             0.67024,             0.28268,            0.045498,            0.032482,          0.00080826,           0.0092611,           0.0092611,           0.0092611
                  39,            0.036298,            0.028212,           0.0014696,             0.74686,             0.75528,             0.69131,              0.2975,            0.045561,            0.033792,          0.00097668,           0.0092219,           0.0092219,           0.0092219
                  40,            0.035332,            0.027271,           0.0013953,             0.76285,             0.74176,             0.69057,             0.29012,            0.046208,            0.034061,           0.0013627,           0.0091817,           0.0091817,           0.0091817
                  41,            0.035207,            0.027139,          0.00098259,             0.80446,             0.79781,              0.7695,             0.34358,            0.041369,            0.029576,           0.0010638,           0.0091406,           0.0091406,           0.0091406
                  42,            0.035008,            0.025511,          0.00099044,             0.76314,             0.76764,             0.71471,              0.3153,            0.044518,            0.030991,          0.00094896,           0.0090986,           0.0090986,           0.0090986
                  43,            0.035238,            0.026811,           0.0012526,             0.78031,             0.77488,             0.72955,              0.3277,            0.043837,            0.031998,          0.00098724,           0.0090557,           0.0090557,           0.0090557
                  44,            0.035449,            0.027905,           0.0011716,             0.77926,             0.76964,             0.73421,             0.31566,            0.044446,            0.030407,           0.0010618,           0.0090119,           0.0090119,           0.0090119
                  45,            0.034532,             0.02644,           0.0010452,             0.82755,             0.81072,              0.7945,             0.36422,            0.040582,            0.029028,          0.00090855,           0.0089673,           0.0089673,           0.0089673
                  46,            0.034702,            0.027465,           0.0012961,             0.80482,             0.74524,             0.73494,             0.33198,            0.043507,             0.03254,          0.00099338,           0.0089218,           0.0089218,           0.0089218
                  47,            0.034999,            0.027649,           0.0013504,             0.77799,             0.77257,             0.73721,             0.30915,            0.043213,            0.030308,          0.00091213,           0.0088755,           0.0088755,           0.0088755
                  48,            0.034162,            0.025136,          0.00097891,             0.75544,             0.75447,             0.70859,             0.30436,            0.045446,            0.033217,           0.0010372,           0.0088283,           0.0088283,           0.0088283
                  49,            0.034371,            0.024128,           0.0012263,             0.78729,             0.78774,             0.74144,             0.33845,            0.042745,            0.032726,           0.0009899,           0.0087804,           0.0087804,           0.0087804
                  50,            0.034042,            0.024226,           0.0010617,             0.84608,             0.83859,             0.83517,             0.39835,            0.037901,            0.026981,           0.0010837,           0.0087316,           0.0087316,           0.0087316
                  51,            0.032755,            0.026255,          0.00088201,             0.79184,             0.78019,             0.72357,             0.32344,            0.042892,            0.032229,          0.00085662,            0.008682,            0.008682,            0.008682
                  52,            0.032782,            0.023997,           0.0007816,             0.79212,             0.79264,             0.73449,              0.3301,             0.04256,            0.031098,          0.00074774,           0.0086316,           0.0086316,           0.0086316
                  53,            0.032642,            0.025635,          0.00090373,             0.76009,             0.77121,              0.6971,             0.30007,            0.044166,            0.034431,          0.00079376,           0.0085805,           0.0085805,           0.0085805
                  54,             0.03393,            0.025693,          0.00088229,             0.72344,              0.7296,             0.66876,             0.30352,            0.045729,            0.035054,          0.00075773,           0.0085286,           0.0085286,           0.0085286
                  55,            0.033452,            0.024597,           0.0010643,             0.81476,              0.8092,             0.78565,             0.34728,            0.041521,            0.029757,          0.00088567,           0.0084759,           0.0084759,           0.0084759
                  56,            0.033451,             0.02416,           0.0010379,             0.80773,             0.81021,             0.77225,             0.35611,            0.039969,            0.029604,          0.00079856,           0.0084225,           0.0084225,           0.0084225
                  57,            0.032621,            0.025025,             0.00115,             0.78645,             0.77773,             0.75494,             0.34632,             0.04144,            0.030598,          0.00074809,           0.0083684,           0.0083684,           0.0083684
                  58,            0.033121,             0.02488,          0.00093381,             0.77258,             0.76245,             0.70292,             0.31422,            0.044618,            0.034057,          0.00094011,           0.0083136,           0.0083136,           0.0083136
                  59,            0.032492,            0.025013,          0.00092365,             0.79675,             0.79734,             0.75645,             0.34478,            0.041789,            0.031398,          0.00084685,           0.0082581,           0.0082581,           0.0082581
                  60,            0.032358,            0.025873,          0.00096811,             0.80104,             0.79071,             0.75181,             0.33946,            0.040979,            0.029909,          0.00080833,           0.0082019,           0.0082019,           0.0082019
                  61,            0.032903,            0.024703,           0.0010128,             0.77466,             0.76677,             0.71307,             0.31996,            0.043683,            0.033201,          0.00078597,            0.008145,            0.008145,            0.008145
                  62,            0.032034,             0.02542,          0.00088836,             0.83948,             0.83254,              0.8107,             0.37424,            0.039703,            0.029706,          0.00072981,           0.0080875,           0.0080875,           0.0080875
                  63,             0.03194,            0.023831,          0.00095988,             0.79874,             0.80099,             0.76511,             0.35575,            0.041806,            0.031948,          0.00088838,           0.0080294,           0.0080294,           0.0080294
                  64,            0.032348,            0.023997,          0.00096914,             0.75538,             0.74377,             0.69144,             0.31661,            0.044975,            0.035018,          0.00073821,           0.0079706,           0.0079706,           0.0079706
                  65,            0.031283,            0.024475,          0.00088718,             0.77462,             0.77899,             0.71904,             0.33336,            0.042867,            0.033683,          0.00084746,           0.0079112,           0.0079112,           0.0079112
                  66,            0.031596,            0.026356,          0.00098184,             0.80724,             0.80037,             0.76495,             0.35008,            0.042108,            0.031382,          0.00067438,           0.0078512,           0.0078512,           0.0078512
                  67,            0.031376,            0.024526,          0.00083195,             0.79522,              0.8054,             0.75496,             0.33987,            0.041326,            0.031291,          0.00078384,           0.0077907,           0.0077907,           0.0077907
                  68,            0.031759,            0.025711,           0.0010092,             0.83342,             0.81954,             0.80168,             0.37471,            0.039108,             0.02909,          0.00082627,           0.0077296,           0.0077296,           0.0077296
                  69,            0.031858,            0.026523,          0.00093131,             0.83012,             0.80228,             0.76699,             0.36421,            0.040535,             0.03155,          0.00074855,           0.0076679,           0.0076679,           0.0076679
                  70,            0.031455,            0.024971,          0.00080587,             0.81243,             0.79899,             0.77005,             0.33399,            0.041984,            0.031634,          0.00075755,           0.0076057,           0.0076057,           0.0076057
                  71,            0.031499,            0.023085,          0.00065331,             0.81813,             0.80827,             0.78595,             0.35076,            0.041903,            0.030881,          0.00071406,            0.007543,            0.007543,            0.007543
                  72,            0.031807,            0.024695,          0.00067526,             0.80243,             0.79903,             0.76489,             0.35501,            0.040573,            0.030095,          0.00073875,           0.0074797,           0.0074797,           0.0074797
                  73,            0.031182,            0.024653,          0.00087432,             0.71985,             0.73123,             0.65834,             0.29336,            0.045092,            0.036641,          0.00081886,            0.007416,            0.007416,            0.007416
                  74,            0.031222,            0.025442,           0.0008431,             0.77334,              0.7891,             0.72427,             0.32893,            0.043713,            0.033903,           0.0007438,           0.0073518,           0.0073518,           0.0073518
                  75,            0.031158,             0.02501,          0.00073813,             0.78044,             0.76383,             0.70653,             0.32492,            0.044064,            0.036739,          0.00073584,           0.0072872,           0.0072872,           0.0072872
                  76,            0.032109,            0.024725,          0.00083732,             0.76647,             0.76527,             0.70938,             0.31908,            0.043873,            0.034416,          0.00075433,           0.0072221,           0.0072221,           0.0072221
                  77,            0.030662,            0.025181,          0.00070819,             0.81111,             0.79608,             0.77086,             0.34911,             0.04183,             0.03134,          0.00073832,           0.0071566,           0.0071566,           0.0071566
                  78,            0.030034,            0.022928,          0.00075474,             0.83704,             0.81367,             0.79098,              0.3741,            0.039627,            0.030919,          0.00070986,           0.0070906,           0.0070906,           0.0070906
                  79,            0.030398,            0.023252,          0.00061204,             0.79688,             0.79213,             0.74994,              0.3297,            0.043147,            0.033851,          0.00067547,           0.0070243,           0.0070243,           0.0070243
                  80,            0.029762,            0.022211,          0.00089104,             0.80356,              0.8195,             0.77938,             0.36105,            0.040767,            0.031226,           0.0011412,           0.0069576,           0.0069576,           0.0069576
                  81,            0.029622,            0.022552,          0.00084267,             0.79858,              0.7799,              0.7403,             0.32061,            0.041441,            0.031693,           0.0007442,           0.0068906,           0.0068906,           0.0068906
                  82,             0.03028,            0.022797,          0.00076517,             0.75885,             0.77711,             0.70056,             0.31542,            0.044811,            0.037019,          0.00064727,           0.0068232,           0.0068232,           0.0068232
                  83,            0.030642,            0.023178,          0.00074302,             0.78497,             0.78043,             0.72812,               0.331,            0.042966,            0.034361,          0.00073355,           0.0067555,           0.0067555,           0.0067555
                  84,             0.03009,            0.023754,          0.00080622,             0.78602,             0.77603,             0.74174,             0.33938,            0.042153,            0.033166,          0.00071381,           0.0066874,           0.0066874,           0.0066874
                  85,            0.029689,            0.022633,          0.00078229,             0.79697,             0.79763,             0.74404,             0.33979,            0.041525,             0.03396,          0.00071784,           0.0066191,           0.0066191,           0.0066191
                  86,            0.029158,            0.022114,          0.00066743,             0.78697,             0.77995,             0.73592,             0.34056,            0.043062,            0.035052,          0.00064183,           0.0065505,           0.0065505,           0.0065505
                  87,            0.029734,            0.024028,          0.00070691,              0.7798,             0.76965,             0.71889,             0.33307,             0.04298,            0.033907,          0.00060962,           0.0064816,           0.0064816,           0.0064816
                  88,            0.029162,            0.023348,          0.00064793,             0.75369,             0.74867,              0.6933,             0.32307,            0.044507,            0.036616,          0.00069179,           0.0064125,           0.0064125,           0.0064125
                  89,            0.028607,            0.022395,          0.00061678,              0.7619,             0.77601,             0.72719,             0.34316,              0.0425,            0.033412,          0.00067305,           0.0063432,           0.0063432,           0.0063432
                  90,            0.028928,            0.022893,          0.00048997,             0.84052,             0.81943,             0.80976,             0.37762,            0.039909,            0.030125,          0.00067529,           0.0062737,           0.0062737,           0.0062737
                  91,            0.029196,            0.023235,           0.0006084,             0.83314,             0.83168,             0.81433,             0.38876,            0.038923,            0.029307,          0.00068871,            0.006204,            0.006204,            0.006204
                  92,            0.028371,            0.023194,          0.00060466,             0.81719,             0.79654,             0.75671,             0.36076,            0.040394,            0.032521,          0.00088841,           0.0061341,           0.0061341,           0.0061341
                  93,             0.02877,            0.021659,          0.00070199,             0.85033,             0.82051,             0.80834,             0.39067,            0.038526,            0.029889,          0.00079077,            0.006064,            0.006064,            0.006064
                  94,            0.029249,            0.022981,          0.00054199,             0.83011,             0.77993,             0.77628,             0.36304,            0.040386,            0.032202,          0.00085437,           0.0059938,           0.0059938,           0.0059938
                  95,            0.028224,            0.021658,          0.00064231,             0.75979,             0.74742,             0.68456,             0.30841,            0.044704,            0.037965,          0.00071601,           0.0059235,           0.0059235,           0.0059235
                  96,            0.027751,            0.022069,          0.00062458,             0.78557,             0.78181,              0.7275,             0.33632,            0.042016,            0.034291,          0.00067173,           0.0058531,           0.0058531,           0.0058531
                  97,             0.02803,            0.022039,          0.00050708,             0.84611,              0.8195,             0.82186,             0.39216,             0.03867,            0.030741,          0.00086389,           0.0057826,           0.0057826,           0.0057826
                  98,            0.027825,            0.020585,          0.00055373,              0.7685,             0.76922,             0.71169,             0.32646,            0.043793,            0.034925,          0.00080723,            0.005712,            0.005712,            0.005712
                  99,            0.028167,             0.02291,          0.00065054,             0.79527,             0.76721,             0.72838,             0.33252,            0.043167,            0.035897,          0.00070417,           0.0056413,           0.0056413,           0.0056413
                 100,            0.027685,            0.022948,          0.00070129,             0.77627,             0.78534,             0.72869,             0.32966,            0.042942,            0.034754,          0.00069111,           0.0055707,           0.0055707,           0.0055707
                 101,            0.027554,            0.021879,          0.00063638,             0.77855,             0.78386,             0.74162,             0.34018,            0.042522,            0.034524,          0.00070707,              0.0055,              0.0055,              0.0055
                 102,            0.027897,            0.021584,          0.00056103,             0.81067,             0.77308,             0.74641,             0.33571,            0.042647,            0.035623,          0.00080175,           0.0054293,           0.0054293,           0.0054293
                 103,            0.027489,            0.020578,          0.00065014,             0.77012,             0.77917,             0.72445,             0.32907,            0.043454,             0.03649,          0.00081088,           0.0053587,           0.0053587,           0.0053587
                 104,            0.027359,             0.02091,          0.00055297,             0.79339,             0.77945,             0.74172,             0.34466,            0.041854,            0.034615,          0.00071897,            0.005288,            0.005288,            0.005288
                 105,            0.027231,            0.021695,          0.00052553,             0.78139,             0.76624,             0.71276,             0.33038,            0.043473,            0.036283,           0.0007072,           0.0052174,           0.0052174,           0.0052174
                 106,            0.027395,            0.021616,          0.00058437,             0.82368,             0.79686,             0.79372,             0.37056,            0.040816,            0.031795,           0.0007526,           0.0051469,           0.0051469,           0.0051469
                 107,            0.026436,            0.020826,          0.00060878,             0.81303,             0.76638,             0.75748,             0.34605,            0.041545,            0.034202,          0.00080734,           0.0050765,           0.0050765,           0.0050765
                 108,            0.027613,            0.022266,          0.00076384,             0.79107,             0.76431,             0.71149,             0.31933,            0.043484,            0.037501,          0.00074047,           0.0050062,           0.0050062,           0.0050062
                 109,             0.02671,             0.02175,          0.00054114,             0.78956,             0.77798,              0.7385,             0.34889,            0.041953,            0.036095,            0.000858,            0.004936,            0.004936,            0.004936
                 110,            0.026705,            0.020903,          0.00049079,             0.79968,              0.7655,             0.73009,             0.34339,            0.042319,            0.036914,           0.0008136,           0.0048659,           0.0048659,           0.0048659
                 111,            0.026403,            0.021104,          0.00053869,             0.80365,             0.77458,             0.73932,             0.34818,            0.042143,            0.036064,          0.00075742,            0.004796,            0.004796,            0.004796
                 112,             0.02679,            0.022369,          0.00048058,             0.78566,             0.76526,             0.71677,              0.3338,            0.042688,            0.036463,          0.00078392,           0.0047263,           0.0047263,           0.0047263
                 113,            0.026674,            0.018946,          0.00042088,             0.80879,             0.79379,             0.77194,             0.36044,            0.040683,            0.033599,          0.00084898,           0.0046568,           0.0046568,           0.0046568
                 114,            0.027151,            0.021776,          0.00061363,             0.79359,             0.76378,             0.73442,             0.34519,             0.04149,            0.035217,          0.00083203,           0.0045875,           0.0045875,           0.0045875
                 115,            0.026427,              0.0227,          0.00051652,             0.80195,             0.79601,             0.75608,              0.3502,             0.04069,            0.034384,          0.00076486,           0.0045184,           0.0045184,           0.0045184
                 116,            0.025752,            0.020656,          0.00056828,             0.80055,             0.77405,             0.73994,              0.3411,            0.042137,            0.035282,          0.00072312,           0.0044495,           0.0044495,           0.0044495
                 117,            0.026567,            0.020991,           0.0004378,             0.80555,             0.77307,             0.74041,             0.34821,            0.040999,            0.034806,          0.00093938,           0.0043809,           0.0043809,           0.0043809
                 118,            0.025965,            0.020755,           0.0005785,             0.81257,             0.79156,             0.74595,              0.3512,            0.041866,            0.036034,          0.00071463,           0.0043126,           0.0043126,           0.0043126
                 119,            0.024955,            0.019564,          0.00045926,             0.80914,             0.78483,             0.74575,             0.34631,            0.042244,            0.035951,          0.00067206,           0.0042445,           0.0042445,           0.0042445
                 120,            0.026742,            0.023296,          0.00043466,             0.76987,              0.7736,             0.71377,             0.32772,            0.044072,            0.037499,          0.00077322,           0.0041768,           0.0041768,           0.0041768
                 121,            0.026611,            0.022174,          0.00052658,             0.79667,             0.76421,             0.73003,             0.33572,            0.041953,               0.035,          0.00073504,           0.0041094,           0.0041094,           0.0041094
                 122,            0.025373,             0.02108,          0.00046286,             0.79508,             0.77546,             0.74399,             0.35342,            0.041034,            0.033317,          0.00072315,           0.0040424,           0.0040424,           0.0040424
                 123,            0.025563,            0.020999,           0.0004456,             0.81649,             0.79213,             0.76952,             0.36424,            0.040307,            0.034054,          0.00087238,           0.0039757,           0.0039757,           0.0039757
                 124,             0.02537,            0.020368,           0.0004555,             0.76874,             0.77331,             0.72067,             0.33752,             0.04282,            0.036238,          0.00069995,           0.0039094,           0.0039094,           0.0039094
                 125,            0.026065,            0.021629,          0.00047448,             0.76964,             0.75256,             0.70596,             0.32317,            0.044357,            0.038267,           0.0007112,           0.0038434,           0.0038434,           0.0038434
                 126,            0.025501,            0.023126,          0.00044807,             0.80005,             0.79021,             0.75534,             0.35512,            0.041722,            0.035423,          0.00073332,           0.0037779,           0.0037779,           0.0037779
                 127,              0.0261,            0.021935,          0.00038108,             0.78675,             0.75945,             0.72084,             0.34967,            0.041941,            0.036475,          0.00079122,           0.0037128,           0.0037128,           0.0037128
